authority_version	tuple_number	diff_direction	requirement_id	object_kind	database_name	schema_name	object_identity	owner_identity	grantee_identity	privilege	grantable	hierarchy_inheritance_flag	object_acl_type_code	classification	first_authorizing_migration_or_contract	later_reauthorizing_migration_or_contract	checked_in_evidence
post064-h1-acl-composition-v1	31	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.operational_campaign_id	campaign_operations_h1_boundary_authority	campaign_operations_phase5_transactional	INSERT	f	f		A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	32	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.operational_campaign_id	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	INSERT	f	f		B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	33	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.operational_request_id	campaign_operations_h1_boundary_authority	campaign_operations_dispatcher	INSERT	f	f		A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	34	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.operational_request_id	campaign_operations_h1_boundary_authority	campaign_operations_phase5_transactional	INSERT	f	f		A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	35	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.operational_request_id	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	INSERT	f	f		B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	36	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.outcome	campaign_operations_h1_boundary_authority	campaign_operations_dispatcher	INSERT	f	f		A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	37	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.outcome	campaign_operations_h1_boundary_authority	campaign_operations_phase5_transactional	INSERT	f	f		A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	38	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.outcome	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	INSERT	f	f		B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	39	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.prior_version	campaign_operations_h1_boundary_authority	campaign_operations_dispatcher	INSERT	f	f		A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	40	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.prior_version	campaign_operations_h1_boundary_authority	campaign_operations_phase5_transactional	INSERT	f	f		A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	41	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.prior_version	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	INSERT	f	f		B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	42	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.replay_disposition	campaign_operations_h1_boundary_authority	campaign_operations_dispatcher	INSERT	f	f		A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	43	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.replay_disposition	campaign_operations_h1_boundary_authority	campaign_operations_phase5_transactional	INSERT	f	f		A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	44	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.replay_disposition	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	INSERT	f	f		B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	45	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.resulting_version	campaign_operations_h1_boundary_authority	campaign_operations_dispatcher	INSERT	f	f		A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	46	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.resulting_version	campaign_operations_h1_boundary_authority	campaign_operations_phase5_transactional	INSERT	f	f		A	048	NONE	Database/migrations/048_campaign_operations_durable_dispatch_handoff.sql:1107-1299,1345-1346
post064-h1-acl-composition-v1	47	actual_minus_expected	H1-ACL-DISPATCH-AUDIT-COLUMNS	column	*	public	public.campaign_operations_dispatch_audit_reference_event.resulting_version	campaign_operations_h1_boundary_authority	campaign_operations_production_phase5_transactional	INSERT	f	f		B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:219-332
post064-h1-acl-composition-v1	48	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.accepting_actor_identity	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	49	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.action_contract_version	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	50	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.action_kind	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	51	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.authorization_event_id	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	52	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.authorization_identity_canonical	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	53	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.authorization_identity_hash	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	54	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.campaign_identity_canonical	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	55	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.logical_operation_canonical	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	56	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.logical_operation_contract_version	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	57	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.logical_operation_hash	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	58	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.materialization_contract_version	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	59	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.materialization_identity_canonical	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	60	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.materialization_identity_hash	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	61	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.materialization_member_count	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	62	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.operational_campaign_id	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	63	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.ordered_scope_digest	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	64	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.prerequisite_policy	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	65	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.provenance_identity_canonical	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	66	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.provenance_identity_hash	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	67	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.reason	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	68	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.recommendation_campaign_materialization_id	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	69	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.request_contract_version	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	70	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.request_identity_canonical	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	71	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.request_identity_hash	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	72	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.request_state	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	73	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.reservation_id	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	74	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.reservation_identity_canonical	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	75	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.reservation_identity_hash	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	76	actual_minus_expected	H1-ACL-REQUEST-COLUMNS	column	*	public	public.campaign_operations_operational_request.state_version	campaign_operations_h1_boundary_authority	campaign_operations_request_acceptor	INSERT	f	f		A	047	NONE	Database/migrations/047_campaign_operations_budget_request_acceptance.sql:1489-1629
post064-h1-acl-composition-v1	77	actual_minus_expected	H1-ACL-UNEXPECTED-OBJECT	function	*	public	public.campaign_operations_production_dispatch_authorized_v3(bigint,integer,text,timestamp with time zone,text,text,text)	campaign_operations_h1_boundary_authority	campaign_operations_h1_boundary_authority	EXECUTE	f	f	f	B1	059	059	Database/migrations/059_campaign_operations_direct_sql_readiness_boundary.sql:194-252; Database/manifests/059_campaign_operations_direct_sql_boundary_explicit_acl.tsv
post064-h1-acl-composition-v1	78	actual_minus_expected	H1-ACL-UNEXPECTED-OBJECT	function	*	public	public.campaign_operations_production_dispatch_authorized_v3(bigint,integer,text,timestamp with time zone,text,text,text)	campaign_operations_h1_boundary_authority	campaign_operations_production_dispatch_service	EXECUTE	f	f	f	B1	059	059	Database/migrations/059_campaign_operations_direct_sql_readiness_boundary.sql:194-252; Database/manifests/059_campaign_operations_direct_sql_boundary_explicit_acl.tsv
post064-h1-acl-composition-v1	79	actual_minus_expected	H1-ACL-UNEXPECTED-OBJECT	function	*	public	public.campaign_operations_production_dispatch_readiness_gate_v1(text)	campaign_operations_h1_boundary_authority	campaign_operations_h1_boundary_authority	EXECUTE	f	f	f	B1	059	059	Database/migrations/059_campaign_operations_direct_sql_readiness_boundary.sql:194-252; Database/manifests/059_campaign_operations_direct_sql_boundary_explicit_acl.tsv
post064-h1-acl-composition-v1	80	actual_minus_expected	H1-ACL-UNEXPECTED-OBJECT	function	*	public	public.campaign_operations_production_readiness_snapshot_v1()	campaign_operations_h1_boundary_authority	campaign_operations_h1_boundary_authority	EXECUTE	f	f	f	B1	056	056	Database/migrations/056_campaign_operations_h2_privilege_deployment_contract.sql:117-217; Database/manifests/056_campaign_operations_h2_explicit_acl.tsv
